,"2017","2017","2017","2016","2016","2016","2015","2015","2015","2014","2014","2014","2013","2013","2013","2012","2012","2012","2011","2011","2011","2010","2010","2010","2009","2009","2009","2008","2008","2008","2007","2007","2007","2006","2006","2006","2005","2005","2005","2004","2004","2004","2003","2003","2003","2002","2002","2002","2001","2001","2001","2000","2000","2000"
,"Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths"
,"Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria"
"Country","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years"
"Bangladesh","0","17","17","0","16","16","0","24","24","0","29","29","0","13","13","0","19","19","0","56","56","0","61","61","0","35","35","0","59","59","0","34","34","0","31","31","0","40","40","0","40","40","0","39","39","0","38","38","0","38","38","0","37","37"
"Barbados","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belarus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belgium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benin","0","6400","6400","0","6234","6234","0","5994","5994","0","5855","5855","0","5802","5802","0","6133","6133","0","6769","6769","0","7509","7509","0","8532","8532","0","9390","9390","0","9846","9846","0","9713","9713","0","8847","8847","0","7910","7910","0","7152","7152","0","6746","6746","0","6703","6703","0","7066","7066"
"Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","3","3","0","2","2","0","3","3","0","3","3"
"Bolivia (Plurinational State of)","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","2","2","0","1","1","0","1","1","0","2","2","0","3","3","0","3","3","0","2","2","0","2","2","0","2","2","0","2","2","0","5","5"
"Bosnia and Herzegovina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Botswana","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","4","4","0","1","1","0","1","1","0","2","2","0","3","3","0","7","7","0","17","17"
"Brazil","0","6","6","0","7","7","0","7","7","0","8","8","0","8","8","0","13","13","0","15","15","0","17","17","0","19","19","0","15","15","0","20","20","0","24","24","0","27","27","0","22","22","0","23","23","0","21","21","0","31","31","0","55","55"
"Brunei Darussalam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bulgaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Burkina Faso","0","11651","11651","0","12773","12773","0","14604","14604","0","17122","17122","0","19057","19057","0","23093","23093","0","27350","27350","0","30573","30573","0","32501","32501","0","33021","33021","0","33198","33198","0","33230","33230","0","33711","33711","0","34967","34967","0","36525","36525","0","37782","37782","0","38378","38378","0","38283","38283"
"Burundi","0","2622","2622","0","2612","2612","0","2574","2574","0","2568","2568","0","2532","2532","0","2619","2619","0","2534","2534","0","2678","2678","0","2908","2908","0","3231","3231","0","3682","3682","0","4335","4335","0","5085","5085","0","6358","6358","0","7639","7639","0","8702","8702","0","10162","10162","0","11116","11116"
"Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cambodia","0","83","83","0","49","49","0","94","94","0","100","100","0","56","56","0","96","96","0","171","171","0","172","172","0","250","250","0","140","140","0","71","71","0","166","166","0","119","119","0","220","220","0","330","330","0","249","249","0","323","323","0","727","727"
"Cameroon","0","9704","9704","0","10184","10184","0","10678","10678","0","10917","10917","0","10808","10808","0","10669","10669","0","10260","10260","0","10794","10794","0","12394","12394","0","14689","14689","0","18037","18037","0","21679","21679","0","23930","23930","0","24400","24400","0","23182","23182","0","21013","21013","0","18187","18187","0","16441","16441"
"Canada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Central African Republic","0","3527","3527","0","3738","3738","0","4043","4043","0","4430","4430","0","4872","4872","0","5508","5508","0","6198","6198","0","6945","6945","0","7670","7670","0","8090","8090","0","8607","8607","0","8666","8666","0","8281","8281","0","8009","8009","0","7425","7425","0","6838","6838","0","6164","6164","0","5760","5760"
"Chad","0","6364","6364","0","6606","6606","0","6983","6983","0","7595","7595","0","8547","8547","0","9559","9559","0","10859","10859","0","11808","11808","0","11997","11997","0","11600","11600","0","10070","10070","0","9157","9157","0","7894","7894","0","7210","7210","0","6720","6720","0","6554","6554","0","5959","5959","0","5781","5781"
"Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","4","4","0","2","2","0","5","5","0","4","4","0","8","8","0","10","10","0","6","6","0","11","11","0","9","9","0","6","6","0","6","6"
"Colombia","0","0","0","0","0","0","0","0","0","0","3","3","0","2","2","0","5","5","0","5","5","0","9","9","0","6","6","0","12","12","0","15","15","0","17","17","0","19","19","0","28","28","0","26","26","0","36","36","0","38","38","0","28","28"
"Comoros","0","1","1","0","0","0","0","0","0","0","1","1","0","49","49","0","45","45","0","18","18","0","29","29","0","28","28","0","29","29","0","29","29","0","29","29","0","29","29","0","30","30","0","30","30","0","30","30","0","30","30","0","31","31"
"Congo","0","583","583","0","622","622","0","662","662","0","694","694","0","721","721","0","709","709","0","739","739","0","786","786","0","847","847","0","934","934","0","1079","1079","0","1290","1290","0","1555","1555","0","1831","1831","0","2036","2036","0","2120","2120","0","2065","2065","0","1911","1911"
"Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Côte d'Ivoire","0","5548","5548","0","5648","5648","0","5966","5966","0","6055","6055","0","7227","7227","0","8948","8948","0","11493","11493","0","13541","13541","0","14598","14598","0","14407","14407","0","14896","14896","0","15954","15954","0","19077","19077","0","23515","23515","0","27926","27926","0","29975","29975","0","29789","29789","0","27892","27892"
"Croatia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Czechia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Democratic People's Republic of Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Democratic Republic of the Congo","0","38637","38637","0","39274","39274","0","39372","39372","0","39768","39768","0","40285","40285","0","42513","42513","0","47720","47720","0","56528","56528","0","68117","68117","0","78775","78775","0","90099","90099","0","99698","99698","0","100092","100092","0","100469","100469","0","93806","93806","0","89041","89041","0","85026","85026","0","84607","84607"
"Denmark","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","2","2","0","4","4","0","4","4","0","4","4","0","3","3","0","2","2","0","2","2"
"Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","2","0","1","1","0","1","1","0","1","1","0","2","2","0","2","2","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0"
"Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","2","2","0","4","4","0","8","8","0","10","10","0","14","14","0","19","19","0","15","15"
"Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equatorial Guinea","0","588","588","0","650","650","0","731","731","0","846","846","0","947","947","0","1000","1000","0","1015","1015","0","986","986","0","949","949","0","956","956","0","987","987","0","1019","1019","0","1029","1029","0","994","994","0","918","918","0","850","850","0","796","796","0","763","763"
"Eritrea","0","57","57","0","50","50","0","31","31","0","59","59","0","21","21","0","20","20","0","35","35","0","40","40","0","9","9","0","8","8","0","14","14","0","8","8","0","14","14","0","7","7","0","27","27","0","18","18","0","41","41","0","27","27"
"Estonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethiopia","0","1425","1425","0","1535","1535","0","1894","1894","0","1870","1870","0","2895","2895","0","2647","2647","0","2542","2542","0","5135","5135","0","4890","4890","0","3034","3034","0","4426","4426","0","5857","5857","0","7064","7064","0","10260","10260","0","7505","7505","0","5890","5890","0","5661","5661","0","4799","4799"
"Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"France","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabon","0","183","183","0","188","188","0","191","191","0","192","192","0","189","189","0","181","181","0","169","169","0","153","153","0","137","137","0","128","128","0","127","127","0","136","136","0","157","157","0","192","192","0","239","239","0","288","288","0","327","327","0","349","349"
"Gambia","0","205","205","0","211","211","0","217","217","0","224","224","0","229","229","0","234","234","0","241","241","0","241","241","0","230","230","0","236","236","0","243","243","0","255","255","0","275","275","0","301","301","0","337","337","0","379","379","0","414","414","0","465","465"
"Georgia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Germany","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ghana","0","3194","3194","0","3668","3668","0","4361","4361","0","5403","5403","0","6630","6630","0","7510","7510","0","8225","8225","0","8676","8676","0","8803","8803","0","8549","8549","0","8526","8526","0","8618","8618","0","8856","8856","0","9517","9517","0","10293","10293","0","11252","11252","0","11897","11897","0","12411","12411"
"Greece","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","3","0","4","4","0","3","3","0","4","4","0","5","5","0","4","4","0","6","6"
"Guinea","0","6314","6314","0","6746","6746","0","7356","7356","0","8270","8270","0","9147","9147","0","10471","10471","0","11396","11396","0","11837","11837","0","11812","11812","0","11227","11227","0","11134","11134","0","10984","10984","0","11129","11129","0","11409","11409","0","11712","11712","0","11877","11877","0","11827","11827","0","11582","11582"
"Guinea-Bissau","0","231","231","0","238","238","0","227","227","0","236","236","0","245","245","0","258","258","0","272","272","0","282","282","0","285","285","0","285","285","0","291","291","0","308","308","0","341","341","0","395","395","0","480","480","0","597","597","0","736","736","0","876","876"
"Guyana","0","8","8","0","7","7","0","5","5","0","7","7","0","28","28","0","23","23","0","23","23","0","16","16","0","8","8","0","6","6","0","4","4","0","10","10","0","21","21","0","14","14","0","15","15","0","11","11","0","14","14","0","13","13"
"Haiti","0","18","18","0","20","20","0","18","18","0","18","18","0","28","28","0","35","35","0","48","48","0","51","51","0","50","50","0","54","54","0","43","43","0","48","48","0","47","47","0","46","46","0","45","45","0","45","45","0","44","44","0","43","43"
"Honduras","0","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","2","2","0","2","2","0","2","2","0","2","2","0","3","3","0","5","5"
"Hungary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"India","0","1341","1341","0","1618","1618","0","1525","1525","0","1478","1478","0","1988","1988","0","2688","2688","0","3229","3229","0","3721","3721","0","3615","3615","0","3739","3739","0","3706","3706","0","3999","3999","0","5180","5180","0","4813","4813","0","4454","4454","0","3996","3996","0","4392","4392","0","4077","4077"
"Indonesia","0","622","622","0","517","517","0","465","465","0","557","557","0","758","758","0","921","921","0","929","929","0","1041","1041","0","627","627","0","618","618","0","610","610","0","622","622","0","732","732","0","429","429","0","577","577","0","569","569","0","562","562","0","554","554"
"Iran (Islamic Republic of)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kazakhstan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenya","0","3007","3007","0","3195","3195","0","3341","3341","0","3482","3482","0","3579","3579","0","3683","3683","0","3748","3748","0","3504","3504","0","3607","3607","0","3824","3824","0","4184","4184","0","4635","4635","0","5429","5429","0","6616","6616","0","7638","7638","0","8396","8396","0","8704","8704","0","8709","8709"
"Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyrgyzstan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lao People's Democratic Republic","0","7","7","0","7","7","0","24","24","0","39","39","0","36","36","0","54","54","0","20","20","0","24","24","0","18","18","0","25","25","0","25","25","0","30","30","0","23","23","0","29","29","0","35","35","0","39","39","0","52","52","0","123","123"
"Latvia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
