,"2017","2017","2017","2016","2016","2016","2015","2015","2015","2014","2014","2014","2013","2013","2013","2012","2012","2012","2011","2011","2011","2010","2010","2010","2009","2009","2009","2008","2008","2008","2007","2007","2007","2006","2006","2006","2005","2005","2005","2004","2004","2004","2003","2003","2003","2002","2002","2002","2001","2001","2001","2000","2000","2000"
,"Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths"
,"Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles","Measles"
"Country","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years"
"El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equatorial Guinea","0","78","78","0","431","431","0","277","277","0","93","93","0","45","45","0","89","89","0","62","62","0","27","27","0","251","251","0","207","207","0","161","161","0","117","117","0","385","385","0","374","374","0","365","365","0","357","357","0","288","288","0","201","201"
"Eritrea","0","1102","1102","0","365","365","0","539","539","0","397","397","0","233","233","0","524","524","0","201","201","0","165","165","0","251","251","0","136","136","0","183","183","0","342","342","0","106","106","0","63","63","0","355","355","0","430","430","0","829","829","0","2779","2779"
"Estonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eswatini","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","0","0"
"Ethiopia","0","2706","2706","0","9237","9237","0","21716","21716","0","24586","24586","0","7777","7777","0","5499","5499","0","4784","4784","0","11292","11292","0","24376","24376","0","17021","17021","0","4099","4099","0","16193","16193","0","10402","10402","0","12944","12944","0","17757","17757","0","25302","25302","0","9711","9711","0","19335","19335"
"Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","7","7","0","5","5","0","5","5","0","19","19","0","21","21","0","3","3","0","8","8"
"Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"France","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabon","0","268","268","0","369","369","0","83","83","0","43","43","0","55","55","0","188","188","0","151","151","0","113","113","0","66","66","0","36","36","0","166","166","0","110","110","0","50","50","0","864","864","0","1030","1030","0","1204","1204","0","1607","1607","0","535","535"
"Gambia","0","1","1","0","32","32","0","29","29","0","16","16","0","16","16","0","11","11","0","39","39","0","33","33","0","24","24","0","15","15","0","34","34","0","26","26","0","15","15","0","2","2","0","96","96","0","83","83","0","138","138","0","271","271"
"Georgia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","3","3","0","1","1","0","2","2","0","1","1","0","1","1"
"Germany","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1"
"Ghana","0","96","96","0","86","86","0","45","45","0","3","3","0","388","388","0","471","471","0","217","217","0","501","501","0","404","404","0","374","374","0","250","250","0","577","577","0","468","468","0","250","250","0","61","61","0","4096","4096","0","4864","4864","0","7449","7449"
"Greece","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guinea","0","1340","1340","0","1440","1440","0","886","886","0","1128","1128","0","270","270","0","991","991","0","620","620","0","228","228","0","1169","1169","0","698","698","0","208","208","0","920","920","0","594","594","0","72","72","0","3815","3815","0","4744","4744","0","10881","10881","0","9409","9409"
"Guinea-Bissau","0","59","59","0","40","40","0","368","368","0","33","33","0","16","16","0","47","47","0","46","46","0","51","51","0","55","55","0","42","42","0","5","5","0","115","115","0","283","283","0","2031","2031","0","3330","3330","0","665","665","0","364","364","0","889","889"
"Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hungary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"India","0","19982","19982","0","24808","24808","0","32742","32742","0","33035","33035","0","20490","20490","0","29182","29182","0","46566","46566","0","49648","49648","0","74124","74124","0","62478","62478","0","62354","62354","0","84036","84036","0","57723","57723","0","98665","98665","0","87808","87808","0","81427","81427","0","93820","93820","0","74596","74596"
"Indonesia","0","4194","4194","0","4698","4698","0","6762","6762","0","5873","5873","0","4981","4981","0","5746","5746","0","9667","9667","0","7970","7970","0","8048","8048","0","5119","5119","0","11066","11066","0","23396","23396","0","20920","20920","0","16559","16559","0","14363","14363","0","14689","14689","0","18529","18529","0","22750","22750"
"Iran (Islamic Republic of)","0","3","3","0","4","4","0","7","7","0","3","3","0","3","3","0","4","4","0","3","3","0","5","5","0","3","3","0","2","2","0","2","2","0","1","1","0","1","1","0","0","0","0","100","100","0","104","104","0","106","106","0","153","153"
"Iraq","0","81","81","0","41","41","0","29","29","0","19","19","0","67","67","0","108","108","0","40","40","0","59","59","0","574","574","0","32","32","0","34","34","0","42","42","0","50","50","0","548","548","0","192","192","0","731","731","0","515","515","0","515","515"
"Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1","0","1","1","0","0","0"
"Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","4","4","0","6","6","0","7","7","0","12","12"
"Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kazakhstan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenya","0","1","1","0","178","178","0","180","180","0","183","183","0","127","127","0","336","336","0","289","289","0","166","166","0","408","408","0","420","420","0","469","469","0","445","445","0","299","299","0","146","146","0","8","8","0","711","711","0","1244","1244","0","1575","1575"
"Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0"
"Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyrgyzstan","0","1","1","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lao People's Democratic Republic","0","33","33","0","18","18","0","5","5","0","28","28","0","8","8","0","5","5","0","177","177","0","117","117","0","53","53","0","14","14","0","1625","1625","0","909","909","0","1305","1305","0","2017","2017","0","1766","1766","0","922","922","0","706","706","0","1119","1119"
"Latvia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lebanon","0","1","1","0","0","0","0","0","0","0","3","3","0","21","21","0","8","8","0","8","8","0","9","9","0","11","11","0","14","14","0","20","20","0","24","24","0","23","23","0","12","12","0","8","8","0","1","1","0","0","0","0","11","11"
"Lesotho","0","27","27","0","26","26","0","24","24","0","22","22","0","52","52","0","48","48","0","52","52","0","67","67","0","13","13","0","8","8","0","27","27","0","24","24","0","20","20","0","10","10","0","19","19","0","8","8","0","5","5","0","65","65"
"Liberia","0","1863","1863","0","1783","1783","0","2214","2214","0","273","273","0","162","162","0","125","125","0","759","759","0","1237","1237","0","84","84","0","30","30","0","194","194","0","141","141","0","7","7","0","490","490","0","687","687","0","911","911","0","3258","3258","0","3780","3780"
"Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","0","188","188","0","470","470","0","351","351","0","169","169","0","411","411","0","315","315","0","152","152","0","344","344","0","247","247","0","90","90","0","201","201","0","126","126","0","9","9","0","1780","1780","0","3369","3369","0","2658","2658","0","2557","2557","0","3016","3016"
"Malawi","0","307","307","0","237","237","0","237","237","0","145","145","0","479","479","0","365","365","0","263","263","0","1317","1317","0","86","86","0","436","436","0","312","312","0","179","179","0","895","895","0","759","759","0","606","606","0","435","435","0","241","241","0","127","127"
"Malaysia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","2","2","0","1","1","0","2","2","0","19","19","0","0","0","0","0","0"
"Mali","0","388","388","0","12","12","0","1322","1322","0","1218","1218","0","913","913","0","585","585","0","1604","1604","0","3031","3031","0","3684","3684","0","256","256","0","661","661","0","491","491","0","129","129","0","921","921","0","627","627","0","74","74","0","7671","7671","0","3780","3780"
"Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0"
"Mauritania","0","162","162","0","79","79","0","2","2","0","198","198","0","175","175","0","116","116","0","605","605","0","1220","1220","0","409","409","0","197","197","0","160","160","0","102","102","0","11","11","0","1296","1296","0","932","932","0","943","943","0","1656","1656","0","709","709"
"Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mexico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Micronesia (Federated States of)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1"
"Monaco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mongolia","0","0","0","0","40","40","0","27","27","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","2","2","0","14","14","0","2","2"
"Montenegro","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morocco","0","1","1","0","1","1","0","0","0","0","0","0","0","6","6","0","9","9","0","9","9","0","7","7","0","5","5","0","16","16","0","16","16","0","16","16","0","43","43","0","49","49","0","78","78","0","43","43","0","29","29","0","57","57"
"Mozambique","0","301","301","0","374","374","0","416","416","0","118","118","0","318","318","0","214","214","0","854","854","0","1525","1525","0","149","149","0","450","450","0","390","390","0","113","113","0","8369","8369","0","6232","6232","0","6030","6030","0","4798","4798","0","4776","4776","0","4895","4895"
"Myanmar","0","489","489","0","15","15","0","372","372","0","599","599","0","1140","1140","0","1509","1509","0","1367","1367","0","833","833","0","747","747","0","731","731","0","2162","2162","0","1656","1656","0","1208","1208","0","2182","2182","0","1796","1796","0","2452","2452","0","4459","4459","0","1641","1641"
"Namibia","0","0","0","0","9","9","0","5","5","0","3","3","0","1","1","0","55","55","0","48","48","0","40","40","0","54","54","0","22","22","0","16","16","0","13","13","0","6","6","0","3","3","0","39","39","0","51","51","0","2","2","0","3","3"
"Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nepal","0","31","31","0","82","82","0","57","57","0","31","31","0","19","19","0","975","975","0","643","643","0","417","417","0","363","363","0","1005","1005","0","849","849","0","805","805","0","2002","2002","0","7351","7351","0","7087","7087","0","4986","4986","0","6321","6321","0","5478","5478"
"Netherlands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"New Zealand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Niger","0","530","530","0","377","377","0","1583","1583","0","314","314","0","34","34","0","422","422","0","223","223","0","423","423","0","192","192","0","945","945","0","750","750","0","570","570","0","342","342","0","17465","17465","0","15089","15089","0","9584","9584","0","17913","17913","0","6625","6625"
"Nigeria","0","11383","11383","0","13957","13957","0","16186","16186","0","5823","5823","0","41058","41058","0","4512","4512","0","17523","17523","0","10558","10558","0","2267","2267","0","13344","13344","0","6014","6014","0","10091","10091","0","111107","111107","0","48501","48501","0","145481","145481","0","53893","53893","0","123020","123020","0","155928","155928"
"Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pakistan","0","5518","5518","0","2173","2173","0","1131","1131","0","2362","2362","0","7296","7296","0","6029","6029","0","4631","4631","0","4086","4086","0","748","748","0","1852","1852","0","3978","3978","0","4892","4892","0","3847","3847","0","4551","4551","0","6110","6110","0","5381","5381","0","5043","5043","0","3907","3907"
"Palau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Panama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Papua New Guinea","0","87","87","0","78","78","0","139","139","0","223","223","0","37","37","0","69","69","0","68","68","0","51","51","0","89","89","0","81","81","0","64","64","0","41","41","0","254","254","0","411","411","0","887","887","0","1529","1529","0","868","868","0","974","974"
"Paraguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Philippines","0","455","455","0","480","480","0","510","510","0","1483","1483","0","277","277","0","209","209","0","474","474","0","354","354","0","202","202","0","149","149","0","287","287","0","260","260","0","227","227","0","748","748","0","856","856","0","513","513","0","268","268","0","88","88"
"Poland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Republic of Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","0","16","16"
"Republic of Moldova","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"North Macedonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Romania","0","1","1","0","4","4","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Russian Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rwanda","0","22","22","0","15","15","0","7","7","0","2","2","0","125","125","0","112","112","0","92","92","0","54","54","0","113","113","0","96","96","0","52","52","0","138","138","0","93","93","0","21","21","0","369","369","0","578","578","0","443","443","0","569","569"
"Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saint Vincent and the Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samoa","0","6","6","0","5","5","0","5","5","0","4","4","0","3","3","0","6","6","0","8","8","0","5","5","0","4","4","0","9","9","0","7","7","0","10","10","0","7","7","0","2","2","0","4","4","0","2","2","0","3","3","0","1","1"
"San Marino","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sao Tome and Principe","0","0","0","0","7","7","0","7","7","0","7","7","0","6","6","0","16","16","0","13","13","0","8","8","0","3","3","0","0","0","0","21","21","0","21","21","0","19","19","0","19","19","0","18","18","0","15","15","0","9","9","0","1","1"
"Saudi Arabia","0","2","2","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","10","10","0","3","3","0","2","2","0","7","7","0","5","5","0","3","3","0","6","6","0","17","17"
"Senegal","0","103","103","0","134","134","0","83","83","0","5","5","0","387","387","0","403","403","0","407","407","0","668","668","0","752","752","0","241","241","0","90","90","0","271","271","0","215","215","0","28","28","0","3118","3118","0","15768","15768","0","8611","8611","0","4021","4021"
"Serbia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sierra Leone","0","70","70","0","35","35","0","109","109","0","82","82","0","36","36","0","153","153","0","96","96","0","45","45","0","182","182","0","118","118","0","58","58","0","209","209","0","116","116","0","67","67","0","5238","5238","0","5803","5803","0","6390","6390","0","6947","6947"
"Singapore","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovakia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Somalia","0","11836","11836","0","16969","16969","0","21559","21559","0","27543","27543","0","9026","9026","0","14820","14820","0","24127","24127","0","1833","1833","0","3381","3381","0","3102","3102","0","3262","3262","0","1515","1515","0","11133","11133","0","17565","17565","0","23013","23013","0","14079","14079","0","10207","10207","0","11338","11338"
